0.098832684,0.023346303,0.017898832,0.019455253,0.074708171,0.088715953,0.007782102,0.13385214,0.009338521,0.150194552,0.021789884,0.015564202,0.006225681,0.014007782,0.010116732,0.028015564,0.031128405,0.193774319,0.021789884,0.033463035,, , , , , , 
0.078285972,0.101311259,0.010876708,0.025839488,0.052586524,0.06064705,0.01949474,0.117258211,0.01453663,0.142814737,0.030820111,0.010361379,0.005514262,0.012977887,0.009593869,0.021784891,0.032811032,0.165564793,0.043748044,0.043172411,,,,,,,
0.095711809,0.017344927,0.018230821,0.041514751,0.066947166,0.100347445,0.01496116,0.076941055,0.008501113,0.10925953,0.034646486,0.050053162,0.008680983,0.031822874,0.053748282,0.048680511,0.071585698,0.10856621,0.019221624,0.023234392,,,,,,,
0.042249657,0.016734177,0.016859625,0.01408322,0.070490216,0.05063471,0.038447186,0.108432874,0.0287016,0.157217132,0.020707965,0.027089484,0.006120785,0.020996799,0.041023589,0.052148797,0.068303612,0.156806583,0.013942387,0.049009602,,,,,,,
0.077756025,0.016322045,0.013030387,0.033783799,0.08662294,0.080549447,0.0131938,0.139282702,0.00659903,0.156600542,0.031555987,0.01042665,0.006991221,0.020016441,0.010348913,0.017438175,0.028515516,0.177796568,0.016696515,0.056473298,,,,,,,
0.09242641,0.018842487,0.019550589,0.024291615,0.080628946,0.076848925,0.012944799,0.100971253,0.009862096,0.148739169,0.014729559,0.030615894,0.00920424,0.022469342,0.011601663,0.031355088,0.041007805,0.167082343,0.024183059,0.062644719,,,,,,,
0.044392353,0.033163695,0.015960104,0.100992596,0.072312806,0.070878125,0.026635413,0.093947182,0.013317707,0.091200851,0.026280274,0.039430853,0.01041513,0.009483819,0.011750919,0.041313524,0.062519225,0.166087474,0.022196173,0.047721776,,,,,,,
0.080124985,0.020932451,0.008613109,0.029889408,0.08010763,0.058015766,0.009858597,0.171503479,0.007862801,0.167206468,0.029038869,0.010334139,0.003438863,0.02173664,0.009835197,0.019679036,0.033767071,0.193313632,0.013258204,0.031483655,,,,,,,
0.062463213,0.028996402,0.010633621,0.088402801,0.042409231,0.06331711,0.015615805,0.087857907,0.024985289,0.133634407,0.027900238,0.029761887,0.003683728,0.040222527,0.010043103,0.040466762,0.04233618,0.144986276,0.020821071,0.081462441,,,,,,,
0.077706405,0.022034837,0.010571123,0.037455553,0.077844862,0.073864137,0.008271614,0.144515047,0.010336529,0.193456572,0.031104161,0.011720437,0.004038821,0.021398257,0.011467564,0.01885845,0.023583902,0.172632746,0.016621865,0.03251712,,,,,,,
0.066118563,0.027889252,0.019660152,0.028934742,0.091999256,0.04290065,0.013979354,0.147199233,0.012656983,0.182424996,0.037026395,0.005356159,0.004097896,0.010982552,0.016543531,0.021401693,0.02835227,0.186983964,0.032209183,0.023283177,,,,,,,
0.068273098,0.013554219,0.041059481,0.05471888,0.043944204,0.128906654,0.030321289,0.075727638,0.019518076,0.099371978,0.007742973,0.028112454,0.00707445,0.028806135,0.034738959,0.064049757,0.089273772,0.097269165,0.021151275,0.046385545,,,,,,,
0.08382482,0.022141517,0.021858173,0.037949545,0.09044257,0.118954088,0.024583244,0.077349583,0.007415273,0.10510847,0.018183531,0.021714793,0.01289613,0.020370013,0.020908788,0.04136641,0.03358367,0.154300524,0.02740427,0.059644587,,,,,,,
0.049107135,0.013567923,0.020862858,0.033895496,0.067421144,0.075608602,0.005828371,0.127299,0.021081347,0.144994316,0.012688492,0.023021703,0.005303722,0.017857142,0.034838929,0.073588696,0.077360272,0.119327314,0.020171953,0.056175587,,,,,,,
0.055297741,0.0156385,0.054940285,0.103255808,0.054349548,0.060868558,0.011259723,0.089806459,0.008207083,0.121153418,0.029800727,0.043287368,0.008488095,0.05431962,0.026022465,0.036805966,0.050084906,0.111211607,0.013595069,0.051607054,,,,,,,
0.080402452,0.018644875,0.02612668,0.068917246,0.048084488,0.086374108,0.020785041,0.094347652,0.017362896,0.104610015,0.02024182,0.041904884,0.008817226,0.060242892,0.019325066,0.062247059,0.055714961,0.103675627,0.028313765,0.033861247,,,,,,,
0.067580841,0.021243242,0.029063784,0.068284808,0.059481513,0.085455277,0.023794087,0.122466546,0.013741438,0.098964573,0.020285516,0.044184287,0.005415133,0.047908161,0.019893282,0.042147192,0.068988775,0.121960975,0.007884432,0.03125614,,,,,,,
0.088168218,0.022465599,0.009237824,0.032854422,0.077727245,0.072971293,0.013247729,0.146938527,0.009862716,0.151822586,0.028038302,0.010089468,0.005214317,0.015487471,0.009257609,0.016437002,0.025560539,0.214785734,0.013266365,0.036567034,,,,,,,
0.09641151,0.057725379,0.015904617,0.028406962,0.070979651,0.102704823,0.017216339,0.097997734,0.013773072,0.142151378,0.046966175,0.02133476,0.009005471,0.025459314,0.011004954,0.043651753,0.016068585,0.129006053,0.027546144,0.026685326,,,,,,,
0.067302014,0.025894242,0.008738828,0.04538973,0.109128938,0.120935228,0.016825503,0.105780405,0.024494802,0.126407301,0.015432507,0.021267803,0.00890939,0.032228132,0.018989112,0.023729892,0.028955518,0.161635451,0.012130013,0.025825191,,,,,,,
