0.064720812,0.008883249,0.031725888,0.067258882,0.052030458,0.043147209,0.026649746,0.074873097,0.055837564,0.090101522,0.015228427,0.026649746,0.013959391,0.031725888,0.053299491,0.065989848,0.088832488,0.115482234,0.015228427,0.058375634, , , , , , 
0.034268671,0.077104514,0.042019922,0.062292411,0.039943029,0.025456728,0.024533256,0.039352484,0.063265241,0.032533548,0.017046914,0.051403006,0.011259707,0.069783887,0.1005711,0.047366808,0.055074651,0.088151645,0.033512742,0.085059736,,,,,,
0.035937922,0.012338688,0.025156545,0.035707552,0.023860603,0.021694524,0.034892454,0.02203271,0.1906645,0.031029439,0.017215977,0.058602772,0.009319901,0.039598267,0.133709905,0.096198936,0.109610662,0.064820663,0.005623229,0.031984751,,,,,,
0.030228874,0.007257416,0.0141675,0.046505961,0.032940724,0.016282936,0.0225058,0.046030664,0.205342827,0.053045711,0.01481568,0.029627807,0.010887952,0.027243848,0.159941655,0.064401078,0.107545034,0.067530049,0.009637986,0.034060498,,,,,,
0.050190845,0.009988089,0.020319317,0.070701346,0.052472246,0.035940429,0.027209893,0.077376124,0.064155336,0.073399655,0.028378415,0.032245669,0.013632768,0.043834038,0.065609057,0.061381198,0.077558395,0.088301093,0.030712187,0.076593899,,,,,,
0.076242653,0.011660641,0.033842018,0.064018527,0.065835735,0.032403125,0.025951043,0.062939,0.06552642,0.063203909,0.023986,0.033804645,0.020069757,0.043364047,0.063326737,0.056925539,0.072804259,0.087968206,0.014279007,0.081848729,,,,,,
0.046483439,0.01109264,0.05372761,0.087342841,0.049200005,0.0256162,0.026763191,0.031513311,0.104049843,0.051302698,0.015393867,0.040849085,0.027547979,0.045082302,0.056067969,0.07963238,0.082368922,0.088759648,0.020963121,0.056242948,,,,,,
0.057104758,0.007780244,0.014834579,0.078112657,0.061176779,0.027165709,0.01377956,0.087853473,0.103171992,0.058035291,0.018484063,0.025793928,0.012444669,0.050912826,0.078700317,0.054184295,0.058575186,0.106510091,0.012677112,0.072702471,,,,,,
0.023522632,0.006908745,0.070907165,0.192471605,0.028017242,0.015621783,0.025130186,0.056986865,0.063330163,0.037780768,0.015474179,0.045790998,0.00791627,0.042495027,0.033463787,0.070477775,0.117705688,0.071514819,0.022545345,0.051938958,,,,,,
0.069396419,0.006495475,0.021097922,0.090903977,0.058604652,0.027548856,0.022653743,0.058607149,0.069074262,0.088722004,0.018357891,0.028135925,0.021928725,0.042403424,0.066846375,0.047307065,0.062679273,0.113114141,0.013738385,0.072384338,,,,,,
0.036262397,0.010522569,0.036190449,0.078496576,0.070052355,0.032323174,0.021015708,0.057710176,0.087468085,0.056756985,0.067344451,0.053659711,0.022383397,0.046111441,0.059376859,0.070191802,0.079647763,0.05538195,0.013560308,0.045543841,,,,,,
0.026367453,0.013183726,0.051186341,0.065223228,0.03307346,0.018928064,0.023171399,0.033461552,0.107546371,0.036143597,0.022295744,0.08964934,0.021658979,0.051107286,0.05846696,0.114226907,0.115263437,0.062958076,0.01277012,0.04331796,,,,,,
0.040908376,0.00855357,0.024111149,0.070993672,0.041415504,0.033284542,0.046283941,0.047817031,0.055068964,0.083436141,0.027546746,0.064151769,0.016363353,0.041438671,0.050318916,0.047187057,0.087333181,0.092298297,0.011966244,0.109522876,,,,,,
0.032685627,0.01863686,0.03601472,0.062450965,0.046815283,0.025282938,0.02662833,0.068773913,0.103925396,0.056720366,0.019950338,0.053217044,0.014568106,0.058107781,0.078863417,0.06859706,0.118757779,0.064276955,0.006891754,0.038835368,,,,,,
0.030238294,0.01479047,0.066966658,0.201894031,0.038586124,0.02033181,0.0182366,0.058541548,0.045066087,0.049238764,0.014146532,0.033525065,0.009741363,0.043427695,0.047986858,0.063036074,0.09223045,0.096600799,0.015331821,0.040082957,,,,,,
0.038621016,0.007186133,0.049702434,0.083862418,0.037240462,0.018854213,0.02671967,0.041578947,0.097912759,0.035947412,0.017251684,0.067567815,0.009423749,0.038968082,0.065028165,0.126545456,0.12232227,0.070297925,0.007778489,0.0371909,,,,,,
0.037513801,0.006029004,0.040863247,0.101050223,0.033953237,0.017399258,0.019942401,0.032432947,0.117993269,0.034366734,0.014125094,0.049196669,0.012584986,0.048678622,0.068652973,0.088262903,0.160773429,0.081982697,0.006599066,0.027599439,,,,,,
0.055773178,0.011036089,0.027636594,0.072566296,0.044208872,0.024043111,0.024576533,0.067445732,0.081987342,0.070928731,0.011232515,0.030731698,0.015211013,0.03013162,0.082235004,0.05801044,0.093759046,0.100538492,0.023820012,0.074127682,,,,,,
0.042415802,0.024196756,0.013826721,0.059729185,0.088678127,0.022507401,0.033475217,0.046296319,0.149063068,0.049682494,0.015861371,0.03594947,0.011373254,0.018631996,0.075271775,0.037018713,0.043524706,0.137373951,0.009980191,0.085143482,,,,,,
0.046085002,0.017407106,0.022291116,0.059828301,0.0626838,0.036567448,0.025456043,0.075254188,0.097333374,0.074193811,0.015099278,0.034563753,0.029504419,0.029758593,0.055776792,0.050167,0.051595166,0.121170864,0.024132748,0.071131199,,,,,,
